観測点名,都道府県,震度,Latitude,Longitude
会津美里町新鶴庁舎,福島県,B,37.516666666666666,139.83333333333334
福島市飯野町,福島県,A,37.65,140.53333333333333
二本松市小浜,福島県,A,37.56666666666667,140.51666666666668
棚倉町棚倉舘ヶ丘,福島県,A,37.016666666666666,140.38333333333333
塙町塙,福島県,A,36.95,140.41666666666666
鮫川村赤坂中野,福島県,A,37.05,140.51666666666668
会津若松市材木町（旧）,福島県,A,37.48333333333333,139.91666666666666
会津若松市北会津町,福島県,A,37.5,139.86666666666667
会津若松市河東町,福島県,A,37.55,139.93333333333334
喜多方市御清水（旧）,福島県,A,37.65,139.86666666666667
喜多方市高郷町,福島県,A,37.6,139.75
下郷町塩生,福島県,A,37.25,139.86666666666667
西会津町野沢（旧）,福島県,A,37.583333333333336,139.65
西会津町登世島,福島県,A,37.6,139.65
柳津町柳津,福島県,A,37.53333333333333,139.71666666666667
会津美里町高田庁舎（旧）,福島県,A,37.46666666666667,139.83333333333334
会津美里町本郷庁舎,福島県,A,37.45,139.88333333333333
南会津町田島（旧）,福島県,A,37.2,139.76666666666668
喜多方市松山町,福島県,4,37.65,139.86666666666667
喜多方市熱塩加納町,福島県,4,37.71666666666667,139.86666666666667
喜多方市山都町（旧）,福島県,4,37.65,139.76666666666668
下郷町高陦,福島県,4,37.3,139.9
檜枝岐村上河原,福島県,4,37.016666666666666,139.38333333333333
只見町只見,福島県,4,37.35,139.31666666666666
北塩原村北山,福島県,4,37.65,139.93333333333334
福島昭和村下中津川,福島県,4,37.333333333333336,139.61666666666667
南会津町界,福島県,4,37.266666666666666,139.53333333333333
南会津町滝原,福島県,4,37.06666666666667,139.68333333333334
南会津町古町,福島県,4,37.18333333333333,139.53333333333333
南会津町山口,福島県,4,37.21666666666667,139.53333333333333
檜枝岐村下ノ原（旧２）,福島県,3,37.016666666666666,139.38333333333333
柳津町大成沢,福島県,3,37.41666666666666,139.7
三島町宮下,福島県,3,37.46666666666667,139.65
福島金山町川口,福島県,3,37.45,139.51666666666668
南会津町松戸原,福島県,3,37.1,139.53333333333333
日立市助川小学校,茨城県,D,36.583333333333336,140.65
日立市十王町友部（旧）,茨城県,D,36.68333333333333,140.68333333333334
高萩市本町（旧）,茨城県,D,36.71666666666667,140.71666666666667
笠間市中央,茨城県,D,36.35,140.3
常陸大宮市北町,茨城県,D,36.55,140.41666666666666
那珂市瓜連,茨城県,D,36.5,140.45
小美玉市上玉里（旧）,茨城県,D,36.16666666666666,140.33333333333334
筑西市舟生,茨城県,D,36.25,139.93333333333334
鉾田市当間,茨城県,D,36.16666666666666,140.48333333333332
水戸市金町,茨城県,C,36.38333333333333,140.46666666666667
水戸市千波町（旧）,茨城県,C,36.36666666666667,140.45
水戸市中央,茨城県,C,36.36666666666667,140.46666666666667
水戸市内原町（旧）,茨城県,C,36.36666666666667,140.35
日立市役所（旧）,茨城県,C,36.6,140.65
常陸太田市高柿町（旧）,茨城県,C,36.55,140.46666666666667
高萩市安良川,茨城県,C,36.71666666666667,140.7
北茨城市磯原町,茨城県,C,36.8,140.75
笠間市石井（旧）,茨城県,C,36.38333333333333,140.23333333333332
笠間市下郷,茨城県,C,36.3,140.3
ひたちなか市南神敷台,茨城県,C,36.35,140.6
ひたちなか市東石川,茨城県,C,36.4,140.53333333333333
茨城町小堤（旧）,茨城県,C,36.28333333333333,140.41666666666666
東海村東海（旧）,茨城県,C,36.46666666666667,140.56666666666666
常陸大宮市中富町,茨城県,C,36.55,140.41666666666666
常陸大宮市野口（旧）,茨城県,C,36.56666666666667,140.31666666666666
常陸大宮市山方（旧）,茨城県,C,36.63333333333333,140.4
那珂市福田,茨城県,C,36.45,140.48333333333332
城里町石塚（旧）,茨城県,C,36.48333333333333,140.38333333333333
城里町阿波山（旧）,茨城県,C,36.516666666666666,140.36666666666667
小美玉市小川（旧）,茨城県,C,36.18333333333333,140.36666666666667
小美玉市堅倉（旧）,茨城県,C,36.23333333333333,140.35
土浦市常名,茨城県,C,36.1,140.18333333333334
土浦市下高津,茨城県,C,36.06666666666667,140.2
石岡市柿岡,茨城県,C,36.23333333333333,140.18333333333334
石岡市石岡（旧）,茨城県,C,36.18333333333333,140.28333333333333
取手市井野,茨城県,C,35.916666666666664,140.06666666666666
つくば市天王台,茨城県,C,36.13333333333333,140.08333333333334
つくば市研究学園,茨城県,C,36.083333333333336,140.08333333333334
茨城鹿嶋市鉢形（旧）,茨城県,C,35.96666666666667,140.65
茨城鹿嶋市宮中,茨城県,C,35.983333333333334,140.63333333333333
潮来市辻（旧）,茨城県,C,35.95,140.55
美浦村受領,茨城県,C,36.0,140.3
坂東市山（旧）,茨城県,C,36.11666666666667,139.88333333333333
稲敷市役所（旧）,茨城県,C,35.95,140.31666666666666
稲敷市結佐（旧）,茨城県,C,35.93333333333333,140.45
筑西市門井（旧）,茨城県,C,36.333333333333336,140.03333333333333
かすみがうら市上土田（旧）,茨城県,C,36.15,140.23333333333332
行方市麻生（旧）,茨城県,C,35.983333333333334,140.48333333333332
行方市山田（旧）,茨城県,C,36.083333333333336,140.53333333333333
行方市玉造,茨城県,C,36.1,140.41666666666666
桜川市岩瀬（旧）,茨城県,C,36.36666666666667,140.11666666666667
桜川市真壁（旧）,茨城県,C,36.28333333333333,140.08333333333334
鉾田市鉾田,茨城県,C,36.16666666666666,140.51666666666668
鉾田市造谷（旧）,茨城県,C,36.23333333333333,140.53333333333333
鉾田市汲上（旧）,茨城県,C,36.1,140.56666666666666
常総市新石下,茨城県,C,36.11666666666667,139.98333333333332
つくばみらい市加藤,茨城県,C,35.983333333333334,140.01666666666668
常陸太田市町屋町,茨城県,B,36.61666666666667,140.56666666666666
常陸太田市町田町,茨城県,B,36.61666666666667,140.48333333333332
常陸太田市大中町（旧）,茨城県,B,36.73333333333333,140.48333333333332
大洗町磯浜町（旧）,茨城県,B,36.31666666666667,140.58333333333334
大子町池田,茨城県,B,36.78333333333333,140.35
常陸大宮市高部（旧）,茨城県,B,36.66666666666666,140.3
常陸大宮市上小瀬（旧）,茨城県,B,36.6,140.31666666666666
城里町徳蔵（旧２）,茨城県,B,36.45,140.25
土浦市藤沢（旧）,茨城県,B,36.13333333333333,140.15
茨城古河市下大野（旧）,茨城県,B,36.18333333333333,139.75
茨城古河市仁連,茨城県,B,36.18333333333333,139.81666666666666
石岡市八郷,茨城県,B,36.25,140.2
結城市結城,茨城県,B,36.3,139.88333333333333
龍ケ崎市寺後,茨城県,B,35.916666666666664,140.18333333333334
下妻市本城町,茨城県,B,36.18333333333333,139.96666666666667
下妻市鬼怒（旧）,茨城県,B,36.15,139.96666666666667
取手市寺田,茨城県,B,35.916666666666664,140.05
取手市藤代,茨城県,B,35.916666666666664,140.11666666666667
牛久市中央（旧）,茨城県,B,35.983333333333334,140.15
つくば市小茎,茨城県,B,36.0,140.11666666666667
阿見町中央（旧）,茨城県,B,36.03333333333333,140.21666666666667
河内町源清田,茨城県,B,35.88333333333333,140.25
八千代町菅谷,茨城県,B,36.18333333333333,139.88333333333333
五霞町小福田,茨城県,B,36.11666666666667,139.75
境町旭町,茨城県,B,36.1,139.8
守谷市大柏（旧）,茨城県,B,35.95,139.98333333333332
坂東市岩井,茨城県,B,36.03333333333333,139.88333333333333
坂東市馬立,茨城県,B,36.06666666666667,139.9
坂東市役所（旧）,茨城県,B,36.05,139.88333333333333
稲敷市江戸崎甲,茨城県,B,35.95,140.31666666666666
稲敷市柴崎,茨城県,B,35.916666666666664,140.3
筑西市下中山,茨城県,B,36.3,139.98333333333332
筑西市海老ヶ島（旧）,茨城県,B,36.25,140.03333333333333
かすみがうら市大和田,茨城県,B,36.1,140.33333333333334
神栖市溝口,茨城県,B,35.88333333333333,140.66666666666666
神栖市波崎（旧）,茨城県,B,35.75,140.81666666666666
桜川市羽田（旧）,茨城県,B,36.333333333333336,140.08333333333334
つくばみらい市福田（旧）,茨城県,B,35.96666666666667,140.03333333333333
茨城古河市長谷町（旧）,茨城県,A,36.18333333333333,139.7
利根町布川,茨城県,A,35.85,140.13333333333333
大田原市湯津上（旧）,栃木県,D,36.81666666666667,140.1
宇都宮市白沢町,栃木県,D,36.63333333333333,139.93333333333334
真岡市石島（旧）,栃木県,D,36.38333333333333,139.96666666666667
市貝町市塙,栃木県,D,36.55,140.1
高根沢町石末,栃木県,D,36.63333333333333,139.98333333333332
大田原市本町（旧）,栃木県,C,36.86666666666667,140.01666666666668
那須町寺子,栃木県,C,37.016666666666666,140.11666666666667
那須塩原市鍋掛,栃木県,C,36.95,140.08333333333334
那須塩原市あたご町,栃木県,C,36.88333333333333,139.98333333333332
真岡市田町,栃木県,C,36.43333333333333,140.01666666666668
真岡市荒町（旧）,栃木県,C,36.43333333333333,140.01666666666668
芳賀町祖母井,栃木県,C,36.55,140.06666666666666
那須烏山市中央,栃木県,C,36.66666666666666,140.15
那須烏山市大金,栃木県,C,36.66666666666666,140.1
栃木那珂川町馬頭（旧）,栃木県,C,36.73333333333333,140.16666666666666
栃木那珂川町小川（旧）,栃木県,C,36.766666666666666,140.13333333333333
日光市瀬川,栃木県,B,36.73333333333333,139.68333333333334
日光市今市本町（旧）,栃木県,B,36.71666666666667,139.7
大田原市黒羽田町,栃木県,B,36.86666666666667,140.11666666666667
矢板市本町,栃木県,B,36.8,139.91666666666666
那須塩原市共墾社,栃木県,B,36.96666666666667,140.05
那須塩原市塩原庁舎,栃木県,B,36.98333333333333,139.81666666666666
宇都宮市明保野町,栃木県,B,36.55,139.86666666666667
宇都宮市中里町,栃木県,B,36.68333333333333,139.9
足利市大正町（旧）,栃木県,B,36.35,139.45
栃木市藤岡町藤岡,栃木県,B,36.266666666666666,139.65
栃木市岩舟町静（旧）,栃木県,B,36.31666666666667,139.65
佐野市高砂町（旧）,栃木県,B,36.31666666666667,139.58333333333334
鹿沼市晃望台,栃木県,B,36.56666666666667,139.76666666666668
小山市神鳥谷,栃木県,B,36.28333333333333,139.8
小山市中央町（旧）,栃木県,B,36.31666666666667,139.8
上三川町しらさぎ,栃木県,B,36.43333333333333,139.91666666666666
益子町益子,栃木県,B,36.46666666666667,140.1
茂木町北高岡天矢場,栃木県,B,36.53333333333333,140.15
茂木町茂木,栃木県,B,36.53333333333333,140.18333333333334
栃木さくら市氏家,栃木県,B,36.68333333333333,139.96666666666667
栃木さくら市喜連川（旧）,栃木県,B,36.71666666666667,140.01666666666668
那須烏山市役所,栃木県,B,36.65,140.15
下野市田中（旧）,栃木県,B,36.38333333333333,139.88333333333333
下野市石橋,栃木県,B,36.43333333333333,139.86666666666667
下野市小金井,栃木県,B,36.38333333333333,139.85
日光市鬼怒川温泉大原,栃木県,A,36.81666666666667,139.71666666666667
日光市湯元,栃木県,A,36.8,139.41666666666666
日光市芹沼,栃木県,A,36.75,139.71666666666667
日光市中鉢石町,栃木県,A,36.75,139.6
日光市足尾町松原,栃木県,A,36.63333333333333,139.43333333333334
塩谷町玉生,栃木県,A,36.78333333333333,139.85
那須塩原市蟇沼,栃木県,A,36.96666666666667,139.91666666666666
那須塩原市中塩原,栃木県,A,36.98333333333333,139.8
宇都宮市塙田,栃木県,A,36.56666666666667,139.88333333333333
宇都宮市旭,栃木県,A,36.55,139.88333333333333
栃木市旭町,栃木県,A,36.38333333333333,139.73333333333332
栃木市大平町富田,栃木県,A,36.333333333333336,139.7
栃木市都賀町家中,栃木県,A,36.43333333333333,139.75
栃木市西方町本城,栃木県,A,36.46666666666667,139.75
佐野市田沼町（旧）,栃木県,A,36.36666666666667,139.56666666666666
佐野市葛生東（旧）,栃木県,A,36.4,139.61666666666667
鹿沼市今宮町（旧）,栃木県,A,36.56666666666667,139.75
鹿沼市口粟野,栃木県,A,36.516666666666666,139.66666666666666
壬生町通町,栃木県,A,36.43333333333333,139.8
野木町丸林,栃木県,A,36.23333333333333,139.73333333333332
日光市中宮祠,栃木県,4,36.73333333333333,139.5
日光市足尾町中才,栃木県,4,36.63333333333333,139.43333333333334
日光市日蔭,栃木県,4,36.86666666666667,139.61666666666667
日光市藤原,栃木県,4,36.833333333333336,139.71666666666667
栃木市入舟町,栃木県,4,36.38333333333333,139.73333333333332
佐野市中町,栃木県,4,36.38333333333333,139.61666666666667
大船渡市大船渡町,岩手県,C,39.06666666666667,141.71666666666667
大船渡市猪川町,岩手県,C,39.083333333333336,141.66666666666666
釜石市中妻町,岩手県,C,39.266666666666666,141.85
矢巾町南矢幅（旧）,岩手県,C,39.6,141.15
滝沢市鵜飼,岩手県,C,39.73333333333333,141.08333333333334
花巻市大迫町,岩手県,C,39.48333333333333,141.28333333333333
一関市山目,岩手県,C,38.93333333333333,141.11666666666667
一関市花泉町（旧）,岩手県,C,38.833333333333336,141.18333333333334
一関市千厩町（旧）,岩手県,C,38.91666666666666,141.33333333333334
一関市室根町（旧）,岩手県,C,38.93333333333333,141.45
一関市藤沢町,岩手県,C,38.85,141.35
奥州市前沢,岩手県,C,39.05,141.11666666666667
奥州市衣川区（旧３）,岩手県,C,39.03333333333333,141.06666666666666
宮古市茂市,岩手県,B,39.63333333333333,141.78333333333333
山田町大沢（旧）,岩手県,B,39.48333333333333,141.96666666666667
普代村銅屋（旧）,岩手県,B,40.0,141.88333333333333
釜石市只越町,岩手県,B,39.28333333333333,141.88333333333333
住田町世田米（旧）,岩手県,B,39.15,141.58333333333334
盛岡市山王町,岩手県,B,39.7,141.16666666666666
盛岡市薮川,岩手県,B,39.78333333333333,141.33333333333334
盛岡市渋民,岩手県,B,39.85,141.16666666666666
八幡平市田頭,岩手県,B,39.91666666666666,141.08333333333334
八幡平市野駄（旧）,岩手県,B,39.95,141.06666666666666
花巻市石鳥谷町,岩手県,B,39.48333333333333,141.15
花巻市材木町（旧）,岩手県,B,39.38333333333333,141.11666666666667
花巻市東和町（旧３）,岩手県,B,39.38333333333333,141.23333333333332
北上市柳原町,岩手県,B,39.3,141.11666666666667
北上市相去町,岩手県,B,39.25,141.1
遠野市松崎町,岩手県,B,39.333333333333336,141.53333333333333
遠野市宮守町,岩手県,B,39.35,141.35
一関市大東町（旧）,岩手県,B,39.016666666666666,141.4
一関市東山町（旧）,岩手県,B,39.0,141.25
一関市川崎町（旧）,岩手県,B,38.9,141.26666666666668
金ケ崎町西根,岩手県,B,39.2,141.11666666666667
平泉町平泉（旧）,岩手県,B,38.98333333333333,141.11666666666667
奥州市水沢大鐘町,岩手県,B,39.13333333333333,141.13333333333333
奥州市水沢佐倉河,岩手県,B,39.15,141.15
奥州市江刺,岩手県,B,39.18333333333333,141.16666666666666
宮古市鍬ヶ崎,岩手県,A,39.65,141.96666666666667
宮古市長沢,岩手県,A,39.583333333333336,141.81666666666666
宮古市五月町,岩手県,A,39.65,141.95
宮古市田老（旧）,岩手県,A,39.73333333333333,141.96666666666667
宮古市川井,岩手県,A,39.6,141.68333333333334
宮古市区界,岩手県,A,39.63333333333333,141.43333333333334
久慈市川崎町,岩手県,A,40.18333333333333,141.78333333333333
久慈市長内町,岩手県,A,40.18333333333333,141.76666666666668
山田町八幡町（旧）,岩手県,A,39.46666666666667,141.95
野田村野田,岩手県,A,40.11666666666667,141.81666666666666
大船渡市盛町,岩手県,A,39.083333333333336,141.71666666666667
盛岡市馬場町,岩手県,A,39.7,141.15
二戸市福岡,岩手県,A,40.266666666666666,141.3
二戸市石切所（旧）,岩手県,A,40.266666666666666,141.28333333333333
二戸市浄法寺町,岩手県,A,40.18333333333333,141.15
雫石町千刈田,岩手県,A,39.7,140.98333333333332
葛巻町葛巻元木,岩手県,A,39.98333333333333,141.33333333333334
岩手町五日市,岩手県,A,39.96666666666667,141.21666666666667
一戸町高善寺,岩手県,A,40.21666666666667,141.3
八幡平市大更,岩手県,A,39.93333333333333,141.1
軽米町軽米,岩手県,A,40.333333333333336,141.46666666666667
紫波町日詰,岩手県,A,39.55,141.16666666666666
花巻市大迫総合支所,岩手県,A,39.46666666666667,141.28333333333333
久慈市山形町（旧）,岩手県,4,40.15,141.56666666666666
岩泉町岩泉,岩手県,4,39.85,141.8
田野畑村田野畑,岩手県,4,39.93333333333333,141.86666666666667
田野畑村役場,岩手県,4,39.93333333333333,141.88333333333333
岩手洋野町種市,岩手県,4,40.41666666666666,141.71666666666667
岩手洋野町大野（旧）,岩手県,4,40.28333333333333,141.63333333333333
葛巻町消防分署,岩手県,4,40.03333333333333,141.45
葛巻町役場（旧）,岩手県,4,40.03333333333333,141.43333333333334
八幡平市叺田,岩手県,4,40.1,141.05
九戸村伊保内,岩手県,4,40.21666666666667,141.41666666666666
西和賀町川尻,岩手県,4,39.31666666666667,140.78333333333333
西和賀町沢内川舟,岩手県,4,39.516666666666666,140.83333333333334
西和賀町沢内太田,岩手県,4,39.43333333333333,140.75
桐生市元宿町,群馬県,C,36.41666666666666,139.33333333333334
沼田市白沢町,群馬県,B,36.66666666666666,139.13333333333333
前橋市富士見町,群馬県,B,36.45,139.08333333333334
高崎市高松町,群馬県,B,36.31666666666667,139.0
桐生市新里町（旧）,群馬県,B,36.41666666666666,139.23333333333332
太田市西本町,群馬県,B,36.28333333333333,139.36666666666667
渋川市赤城町（旧）,群馬県,B,36.53333333333333,139.03333333333333
群馬明和町新里,群馬県,B,36.21666666666667,139.53333333333333
千代田町赤岩,群馬県,B,36.21666666666667,139.45
大泉町日の出,群馬県,B,36.25,139.4
邑楽町中野,群馬県,B,36.25,139.46666666666667
沼田市西倉内町,群馬県,A,36.65,139.05
沼田市下久屋町,群馬県,A,36.65,139.08333333333334
沼田市利根町,群馬県,A,36.7,139.21666666666667
中之条町小雨,群馬県,A,36.6,138.63333333333333
前橋市駒形町,群馬県,A,36.35,139.13333333333333
前橋市堀越町,群馬県,A,36.41666666666666,139.15
前橋市粕川町,群馬県,A,36.41666666666666,139.21666666666667
桐生市織姫町,群馬県,A,36.4,139.33333333333334
桐生市黒保根町,群馬県,A,36.5,139.28333333333333
伊勢崎市西久保町,群馬県,A,36.38333333333333,139.23333333333332
伊勢崎市東町（旧）,群馬県,A,36.35,139.25
伊勢崎市境,群馬県,A,36.28333333333333,139.25
太田市浜町,群馬県,A,36.28333333333333,139.38333333333333
太田市粕川町,群馬県,A,36.266666666666666,139.3
太田市新田金井町,群馬県,A,36.3,139.3
太田市大原町,群馬県,A,36.35,139.3
館林市美園町,群馬県,A,36.23333333333333,139.53333333333333
館林市城町,群馬県,A,36.25,139.55
